Description,arff_attribute,ProductLabel,StockCode,column_index
CHUNKY CRACKED GLAZE NECKLACE IVORY,P_003511,90056 — CHUNKY CRACKED GLAZE NECKLACE IVORY,90056,3511
DIAMANTE RING ASSORTED IN BOX.,P_003512,90057 — DIAMANTE RING ASSORTED IN BOX.,90057,3512
CRYSTAL STUD EARRINGS CLEAR DISPLAY,P_003513,90058A — CRYSTAL STUD EARRINGS CLEAR DISPLAY,90058A,3513
CRYSTAL STUD EARRINGS ASSORTED COL,P_003514,90058B — CRYSTAL STUD EARRINGS ASSORTED COL,90058B,3514
DIAMANTE HAIR GRIP PACK/2 CRYSTAL,P_003515,90059A — DIAMANTE HAIR GRIP PACK/2 CRYSTAL,90059A,3515
DIAMANTE HAIR GRIP PACK/2 BLACK DIA,P_003516,90059B — DIAMANTE HAIR GRIP PACK/2 BLACK DIA,90059B,3516
DIAMANTE HAIR GRIP PACK/2 MONTANA,P_003517,90059C — DIAMANTE HAIR GRIP PACK/2 MONTANA,90059C,3517
DIAMANTE HAIR GRIP PACK/2 PERIDOT,P_003518,90059D — DIAMANTE HAIR GRIP PACK/2 PERIDOT,90059D,3518
DIAMANTE HAIR GRIP PACK/2 RUBY,P_003519,90059E — DIAMANTE HAIR GRIP PACK/2 RUBY,90059E,3519
DIAMANTE HAIR GRIP PACK/2 LT ROSE,P_003520,90059F — DIAMANTE HAIR GRIP PACK/2 LT ROSE,90059F,3520
FIRE POLISHED GLASS NECKL GOLD,P_003521,90060B — FIRE POLISHED GLASS NECKL GOLD,90060B,3521
FIRE POLISHED GLASS NECKL BRONZE,P_003522,90060D — FIRE POLISHED GLASS NECKL BRONZE,90060D,3522
FIRE POLISHED GLASS NECKL GREEN,P_003523,90060F — FIRE POLISHED GLASS NECKL GREEN,90060F,3523
CARNIVAL BRACELET,P_003524,90062 — CARNIVAL BRACELET,90062,3524
WHITE VINT ART DECO CRYSTAL NECKLAC,P_003525,90063A — WHITE VINT ART DECO CRYSTAL NECKLAC,90063A,3525
BLACK VINT ART DEC CRYSTAL NECKLACE,P_003526,90063B — BLACK VINT ART DEC CRYSTAL NECKLACE,90063B,3526
WHITE VINTAGE CRYSTAL EARRINGS,P_003527,90064A — WHITE VINTAGE CRYSTAL EARRINGS,90064A,3527
BLACK VINTAGE CRYSTAL EARRINGS,P_003528,90064B — BLACK VINTAGE CRYSTAL EARRINGS,90064B,3528
WHITE VINTAGE CRYSTAL BRACELET,P_003529,90065A — WHITE VINTAGE CRYSTAL BRACELET,90065A,3529
BLACK VINT ART DEC CRYSTAL BRACELET,P_003530,90065B — BLACK VINT ART DEC CRYSTAL BRACELET,90065B,3530
PINK VINTAGE VICTORIAN EARRINGS,P_003531,90067A — PINK VINTAGE VICTORIAN EARRINGS,90067A,3531
BROWN VINTAGE VICTORIAN EARRINGS,P_003532,90067B — BROWN VINTAGE VICTORIAN EARRINGS,90067B,3532
"RUBY GLASS NECKLACE 42""",P_003533,"90068 — RUBY GLASS NECKLACE 42""",90068,3533
RUBY GLASS CLUSTER NECKLACE,P_003534,90069 — RUBY GLASS CLUSTER NECKLACE,90069,3534
RUBY GLASS CLUSTER BRACELET,P_003535,90070 — RUBY GLASS CLUSTER BRACELET,90070,3535
RUBY GLASS CLUSTER EARRINGS,P_003536,90071 — RUBY GLASS CLUSTER EARRINGS,90071,3536
RUBY DROP CHANDELIER EARRINGS,P_003537,90072 — RUBY DROP CHANDELIER EARRINGS,90072,3537
VINTAGE ENAMEL & CRYSTAL EARRINGS,P_003538,90073 — VINTAGE ENAMEL & CRYSTAL EARRINGS,90073,3538
BLACK DIAMOND CLUSTER NECKLACE,P_003539,90074 — BLACK DIAMOND CLUSTER NECKLACE,90074,3539
MONTANA DIAMOND CLUSTER NECKLACE,P_003540,90075 — MONTANA DIAMOND CLUSTER NECKLACE,90075,3540
MONTANA DIAMOND CLUSTER EARRINGS,P_003541,90076 — MONTANA DIAMOND CLUSTER EARRINGS,90076,3541
BLACK DIAMOND CLUSTER EARRINGS,P_003542,90077 — BLACK DIAMOND CLUSTER EARRINGS,90077,3542
PINK/WHITE GLASS DEMI CHOKER,P_003543,90078 — PINK/WHITE GLASS DEMI CHOKER,90078,3543
VINTAGE ENAMEL & CRYSTAL NECKLACE,P_003544,90079 — VINTAGE ENAMEL & CRYSTAL NECKLACE,90079,3544
LILY BROOCH AMETHYST COLOUR,P_003545,90081A — LILY BROOCH AMETHYST COLOUR,90081A,3545
LILY BROOCH WHITE/SILVER COLOUR,P_003546,90081B — LILY BROOCH WHITE/SILVER COLOUR,90081B,3546
LILY BROOCH OLIVE COLOUR,P_003547,90081C — LILY BROOCH OLIVE COLOUR,90081C,3547
DIAMANTE BOW BROOCH GREEN COLOUR,P_003548,90082A — DIAMANTE BOW BROOCH GREEN COLOUR,90082A,3548
DIAMANTE BOW BROOCH RED COLOUR,P_003549,90082B — DIAMANTE BOW BROOCH RED COLOUR,90082B,3549
DIAMANTE BOW BROOCH BLACK COLOUR,P_003550,90082D — DIAMANTE BOW BROOCH BLACK COLOUR,90082D,3550
CRYSTAL CZECH CROSS PHONE CHARM,P_003551,90083 — CRYSTAL CZECH CROSS PHONE CHARM,90083,3551
PINK CRYSTAL GUITAR PHONE CHARM,P_003552,90084 — PINK CRYSTAL GUITAR PHONE CHARM,90084,3552
CRYSTAL STILETTO PHONE CHARM,P_003553,90085 — CRYSTAL STILETTO PHONE CHARM,90085,3553
CRYSTAL FROG PHONE CHARM,P_003554,90086 — CRYSTAL FROG PHONE CHARM,90086,3554
CRYSTAL SEA HORSE PHONE CHARM,P_003555,90087 — CRYSTAL SEA HORSE PHONE CHARM,90087,3555
PINK CRYSTAL SKULL PHONE CHARM,P_003556,90089 — PINK CRYSTAL SKULL PHONE CHARM,90089,3556
BLUE CRYSTAL BOOT PHONE CHARM,P_003557,90092 — BLUE CRYSTAL BOOT PHONE CHARM,90092,3557
CLEAR CRYSTAL STAR PHONE CHARM,P_003558,90093 — CLEAR CRYSTAL STAR PHONE CHARM,90093,3558
NECKLACE+BRACELET SET FRUIT SALAD,P_003559,90094 — NECKLACE+BRACELET SET FRUIT SALAD,90094,3559
NECKLACE+BRACELET SET BLUE BLOSSOM,P_003560,90096 — NECKLACE+BRACELET SET BLUE BLOSSOM,90096,3560
NECKLACE+BRACELET PINK BUTTERFLY,P_003561,90098 — NECKLACE+BRACELET PINK BUTTERFLY,90098,3561
NECKLACE+BRACELET SET BLUE HIBISCUS,P_003562,90099 — NECKLACE+BRACELET SET BLUE HIBISCUS,90099,3562
NECKLACE+BRACELET SET PINK DAISY,P_003563,90100 — NECKLACE+BRACELET SET PINK DAISY,90100,3563
WHITE FRANGIPANI NECKLACE,P_003564,90101 — WHITE FRANGIPANI NECKLACE,90101,3564
WHITE FRANGIPANI HAIR CLIP,P_003565,90102 — WHITE FRANGIPANI HAIR CLIP,90102,3565
PURPLE FRANGIPANI NECKLACE,P_003566,90103 — PURPLE FRANGIPANI NECKLACE,90103,3566
PURPLE FRANGIPANI HAIRCLIP,P_003567,90104 — PURPLE FRANGIPANI HAIRCLIP,90104,3567
BLUE BLOSSOM HAIR CLIP,P_003568,90108 — BLUE BLOSSOM HAIR CLIP,90108,3568
PINK DOLLY HAIR CLIPS,P_003569,90112 — PINK DOLLY HAIR CLIPS,90112,3569
SUMMER DAISIES BAG CHARM,P_003570,90114 — SUMMER DAISIES BAG CHARM,90114,3570
SUMMER BUTTERFLIES BAG CHARM,P_003571,90115 — SUMMER BUTTERFLIES BAG CHARM,90115,3571
FRUIT SALAD BAG CHARM,P_003572,90116 — FRUIT SALAD BAG CHARM,90116,3572
PINK DAISY BAG CHARM,P_003573,90118 — PINK DAISY BAG CHARM,90118,3573
METALIC LEAVES BAG CHARMS,P_003574,90119 — METALIC LEAVES BAG CHARMS,90119,3574
PINK MURANO TWIST BRACELET,P_003575,90120A — PINK MURANO TWIST BRACELET,90120A,3575
BLUE MURANO TWIST BRACELET,P_003576,90120B — BLUE MURANO TWIST BRACELET,90120B,3576
GREEN MURANO TWIST BRACELET,P_003577,90120C — GREEN MURANO TWIST BRACELET,90120C,3577
WHITE MURANO TWIST BRACELET,P_003578,90120D — WHITE MURANO TWIST BRACELET,90120D,3578
PINK CRYSTAL+GLASS BRACELET,P_003579,90122A — PINK CRYSTAL+GLASS BRACELET,90122A,3579
JADE CRYSTAL+GLASS BRACELET,P_003580,90122B — JADE CRYSTAL+GLASS BRACELET,90122B,3580
TURQUOISE CRYSTAL+GLASS BRACELET,P_003581,90122C — TURQUOISE CRYSTAL+GLASS BRACELET,90122C,3581
PINK HEART OF GLASS BRACELET,P_003582,90123A — PINK HEART OF GLASS BRACELET,90123A,3582
TURQUOISE HEART OF GLASS BRACELET,P_003583,90123B — TURQUOISE HEART OF GLASS BRACELET,90123B,3583
GREEN HEART OF GLASS BRACELET,P_003584,90123C — GREEN HEART OF GLASS BRACELET,90123C,3584
WHITE HEART OF GLASS BRACELET,P_003585,90123D — WHITE HEART OF GLASS BRACELET,90123D,3585
PINK MURANO TWIST NECKLACE,P_003586,90124A — PINK MURANO TWIST NECKLACE,90124A,3586
BLUE MURANO TWIST NECKLACE,P_003587,90124B — BLUE MURANO TWIST NECKLACE,90124B,3587
GREEN MURANO TWIST NECKLACE,P_003588,90124C — GREEN MURANO TWIST NECKLACE,90124C,3588
PINK BERTIE GLASS BEAD BAG CHARM,P_003589,90125A — PINK BERTIE GLASS BEAD BAG CHARM,90125A,3589
AQUA BERTIE GLASS BEAD BAG CHARM,P_003590,90125B — AQUA BERTIE GLASS BEAD BAG CHARM,90125B,3590
TURQUOISE BERTIE GLASS BEAD CHARM,P_003591,90125C — TURQUOISE BERTIE GLASS BEAD CHARM,90125C,3591
PURPLE BERTIE GLASS BEAD BAG CHARM,P_003592,90125D — PURPLE BERTIE GLASS BEAD BAG CHARM,90125D,3592
AMBER BERTIE GLASS BEAD BAG CHARM,P_003593,90125E — AMBER BERTIE GLASS BEAD BAG CHARM,90125E,3593
PINK BERTIE MOBILE PHONE CHARM,P_003594,90126A — PINK BERTIE MOBILE PHONE CHARM,90126A,3594
AMBER BERTIE MOBILE PHONE CHARM,P_003595,90126C — AMBER BERTIE MOBILE PHONE CHARM,90126C,3595
PINK BEADS+HAND PHONE CHARM,P_003596,90127A — PINK BEADS+HAND PHONE CHARM,90127A,3596
PINK LEAVES AND BEADS PHONE CHARM,P_003597,90128A — PINK LEAVES AND BEADS PHONE CHARM,90128A,3597
BLUE LEAVES AND BEADS PHONE CHARM,P_003598,90128B — BLUE LEAVES AND BEADS PHONE CHARM,90128B,3598
GREEN LEAVES AND BEADS PHONE CHARM,P_003599,90128C — GREEN LEAVES AND BEADS PHONE CHARM,90128C,3599
PURPLE LEAVES AND BEADS PHONE CHAR,P_003600,90128D — PURPLE LEAVES AND BEADS PHONE CHAR,90128D,3600
PINK GLASS TASSLE BAG CHARM,P_003601,90129A — PINK GLASS TASSLE BAG CHARM,90129A,3601
TURQUOISE GLASS TASSLE BAG CHARM,P_003602,90129B — TURQUOISE GLASS TASSLE BAG CHARM,90129B,3602
GREEN GLASS TASSLE BAG CHARM,P_003603,90129C — GREEN GLASS TASSLE BAG CHARM,90129C,3603
AMBER GLASS TASSLE BAG CHARM,P_003604,90129D — AMBER GLASS TASSLE BAG CHARM,90129D,3604
PURPLE GLASS TASSLE BAG CHARM,P_003605,90129E — PURPLE GLASS TASSLE BAG CHARM,90129E,3605
RED GLASS TASSLE BAG CHARM,P_003606,90129F — RED GLASS TASSLE BAG CHARM,90129F,3606
WHITE STONE/CRYSTAL EARRINGS,P_003607,90130A — WHITE STONE/CRYSTAL EARRINGS,90130A,3607
TURQ STONE/CRYSTAL EARRINGS,P_003608,90130B — TURQ STONE/CRYSTAL EARRINGS,90130B,3608
GREEN STONE/CRYSTAL EARRINGS,P_003609,90130C — GREEN STONE/CRYSTAL EARRINGS,90130C,3609
RED STONE/CRYSTAL EARRINGS,P_003610,90130D — RED STONE/CRYSTAL EARRINGS,90130D,3610
PINK/AMETHYST/GOLD NECKLACE,P_003611,90131 — PINK/AMETHYST/GOLD NECKLACE,90131,3611
LIGHT TOPAZ TEAL/AQUA COL NECKLACE,P_003612,90132 — LIGHT TOPAZ TEAL/AQUA COL NECKLACE,90132,3612
TEAL/FUSCHIA COL BEAD NECKLACE,P_003613,90133 — TEAL/FUSCHIA COL BEAD NECKLACE,90133,3613
OLD ROSE COMBO BEAD NECKLACE,P_003614,90134 — OLD ROSE COMBO BEAD NECKLACE,90134,3614
ORANGE/WHT/FUSCHIA STONES NECKLACE,P_003615,90135 — ORANGE/WHT/FUSCHIA STONES NECKLACE,90135,3615
ORANGE/FUSCHIA STONES NECKLACE,P_003616,90135A — ORANGE/FUSCHIA STONES NECKLACE,90135A,3616
PALE PINK/AMETHYST STONE NECKLACE,P_003617,90136 — PALE PINK/AMETHYST STONE NECKLACE,90136,3617
PINK COMBO MINI CRYSTALS NECKLACE,P_003618,90137 — PINK COMBO MINI CRYSTALS NECKLACE,90137,3618
WHITE/PINK MINI CRYSTALS NECKLACE,P_003619,90138 — WHITE/PINK MINI CRYSTALS NECKLACE,90138,3619
PINK SWEETIE NECKLACE,P_003620,90140 — PINK SWEETIE NECKLACE,90140,3620
GREEN PENDANT TRIPLE SHELL NECKLACE,P_003621,90141A — GREEN PENDANT TRIPLE SHELL NECKLACE,90141A,3621
IVORY PENDANT TRIPLE SHELL NECKLACE,P_003622,90141B — IVORY PENDANT TRIPLE SHELL NECKLACE,90141B,3622
TURQ PENDANT TRIPLE SHELL NECKLACE,P_003623,90141C — TURQ PENDANT TRIPLE SHELL NECKLACE,90141C,3623
ROSE PENDANT TRIPLE SHELL NECKLACE,P_003624,90141D — ROSE PENDANT TRIPLE SHELL NECKLACE,90141D,3624
ORANGE PENDANT TRIPLE SHELL NECKLAC,P_003625,90141E — ORANGE PENDANT TRIPLE SHELL NECKLAC,90141E,3625
GREEN PENDANT SHELL NECKLACE,P_003626,90142A — GREEN PENDANT SHELL NECKLACE,90142A,3626
MOP PENDANT SHELL NECKLACE,P_003627,90142D — MOP PENDANT SHELL NECKLACE,90142D,3627
SILVER BRACELET W PASTEL FLOWER,P_003628,90143 — SILVER BRACELET W PASTEL FLOWER,90143,3628
SILVER DROP EARRINGS WITH FLOWER,P_003629,90144 — SILVER DROP EARRINGS WITH FLOWER,90144,3629
SILVER HOOP EARRINGS WITH FLOWER,P_003630,90145 — SILVER HOOP EARRINGS WITH FLOWER,90145,3630
FINE SILVER NECKLACE W PASTEL FLOWE,P_003631,90146 — FINE SILVER NECKLACE W PASTEL FLOWE,90146,3631
CHUNKY SILVER NECKLACE PASTEL FLOWE,P_003632,90147 — CHUNKY SILVER NECKLACE PASTEL FLOWE,90147,3632
LONG SILVER NECKLACE PASTEL FLOWER,P_003633,90148 — LONG SILVER NECKLACE PASTEL FLOWER,90148,3633
SILVER FLOWR PINK SHELL NECKLACE,P_003634,90149 — SILVER FLOWR PINK SHELL NECKLACE,90149,3634
SILVER/NATURAL SHELL NECKLACE,P_003635,90151 — SILVER/NATURAL SHELL NECKLACE,90151,3635
SILVER/NAT SHELL NECKLACE W PENDANT,P_003636,90152A — SILVER/NAT SHELL NECKLACE W PENDANT,90152A,3636
BLUE/GREEN SHELL NECKLACE W PENDANT,P_003637,90152B — BLUE/GREEN SHELL NECKLACE W PENDANT,90152B,3637
BLUE/NAT SHELL NECKLACE W PENDANT,P_003638,90152C — BLUE/NAT SHELL NECKLACE W PENDANT,90152C,3638
LAZER CUT NECKLACE W PASTEL BEADS,P_003639,90154 — LAZER CUT NECKLACE W PASTEL BEADS,90154,3639
RESIN NECKLACE W PASTEL BEADS,P_003640,90155 — RESIN NECKLACE W PASTEL BEADS,90155,3640
RESIN BRACELET W PASTEL BEADS,P_003641,90156 — RESIN BRACELET W PASTEL BEADS,90156,3641
RIVIERA NECKLACE,P_003642,90157 — RIVIERA NECKLACE,90157,3642
ST TROPEZ NECKLACE,P_003643,90158 — ST TROPEZ NECKLACE,90158,3643
COTE D'AZURE NECKLACE,P_003644,90159 — COTE D'AZURE NECKLACE,90159,3644
PURPLE BOUDICCA LARGE BRACELET,P_003645,90160A — PURPLE BOUDICCA LARGE BRACELET,90160A,3645
RED BOUDICCA LARGE BRACELET,P_003646,90160B — RED BOUDICCA LARGE BRACELET,90160B,3646
TURQ+RED BOUDICCA LARGE BRACELET,P_003647,90160C — TURQ+RED BOUDICCA LARGE BRACELET,90160C,3647
PINK BOUDICCA LARGE BRACELET,P_003648,90160D — PINK BOUDICCA LARGE BRACELET,90160D,3648
ANT COPPER RED BOUDICCA BRACELET,P_003649,90161A — ANT COPPER RED BOUDICCA BRACELET,90161A,3649
ANT COPPER TURQ BOUDICCA BRACELET,P_003650,90161B — ANT COPPER TURQ BOUDICCA BRACELET,90161B,3650
ANT COPPER LIME BOUDICCA BRACELET,P_003651,90161C — ANT COPPER LIME BOUDICCA BRACELET,90161C,3651
ANT COPPER PINK BOUDICCA BRACELET,P_003652,90161D — ANT COPPER PINK BOUDICCA BRACELET,90161D,3652
ANT SILVER LIME GREEN BOUDICCA RING,P_003653,90162B — ANT SILVER LIME GREEN BOUDICCA RING,90162B,3653
ANT SILVER FUSCHIA BOUDICCA RING,P_003654,90162C — ANT SILVER FUSCHIA BOUDICCA RING,90162C,3654
ANT SILVER PURPLE BOUDICCA RING,P_003655,90162D — ANT SILVER PURPLE BOUDICCA RING,90162D,3655
PINK ROSEBUD & PEARL NECKLACE,P_003656,90163A — PINK ROSEBUD & PEARL NECKLACE,90163A,3656
WHITE ROSEBUD & PEARL NECKLACE,P_003657,90163B — WHITE ROSEBUD & PEARL NECKLACE,90163B,3657
PINK ROSEBUD PEARL BRACELET,P_003658,90164A — PINK ROSEBUD PEARL BRACELET,90164A,3658
WHITE ROSEBUD PEARL BRACELET,P_003659,90164B — WHITE ROSEBUD PEARL BRACELET,90164B,3659
PINK ROSEBUD PEARL EARRINGS,P_003660,90165A — PINK ROSEBUD PEARL EARRINGS,90165A,3660
WHITE ROSEBUD PEARL EARRINGS,P_003661,90165B — WHITE ROSEBUD PEARL EARRINGS,90165B,3661
PINK & WHITE ROSEBUD RING,P_003662,90166 — PINK & WHITE ROSEBUD RING,90166,3662
BEADED LOVE HEART JEWELLERY SET,P_003663,90167 — BEADED LOVE HEART JEWELLERY SET,90167,3663
2 DAISIES HAIR COMB,P_003664,90168 — 2 DAISIES HAIR COMB,90168,3664
DAISY HAIR COMB,P_003665,90169 — DAISY HAIR COMB,90169,3665
DAISY HAIR BAND,P_003666,90170 — DAISY HAIR BAND,90170,3666
PAIR BUTTERFLY HAIR CLIPS,P_003667,90173 — PAIR BUTTERFLY HAIR CLIPS,90173,3667
BUTTERFLY HAIR BAND,P_003668,90174 — BUTTERFLY HAIR BAND,90174,3668
WHITE GLASS CHUNKY CHARM BRACELET,P_003669,90175A — WHITE GLASS CHUNKY CHARM BRACELET,90175A,3669
PINK GLASS CHUNKY CHARM BRACELET,P_003670,90175B — PINK GLASS CHUNKY CHARM BRACELET,90175B,3670
BLUE GLASS CHUNKY CHARM BRACELET,P_003671,90175C — BLUE GLASS CHUNKY CHARM BRACELET,90175C,3671
TIGRIS EYE CHUNKY CHARM BRACELET,P_003672,90175D — TIGRIS EYE CHUNKY CHARM BRACELET,90175D,3672
CLASSIC DIAMANTE NECKLACE JET,P_003673,90176A — CLASSIC DIAMANTE NECKLACE JET,90176A,3673
DIAMANTE NECKLACE BLACK,P_003674,90176B — DIAMANTE NECKLACE BLACK,90176B,3674
DIAMANTE NECKLACE,P_003675,90176C — DIAMANTE NECKLACE,90176C,3675
DIAMANTE NECKLACE PURPLE,P_003676,90176D — DIAMANTE NECKLACE PURPLE,90176D,3676
DIAMANTE NECKLACE GREEN,P_003677,90176E — DIAMANTE NECKLACE GREEN,90176E,3677
CLASSIC DIAMANTE EARRINGS JET,P_003678,90177A — CLASSIC DIAMANTE EARRINGS JET,90177A,3678
DROP DIAMANTE EARRINGS BLACK DIAMON,P_003679,90177B — DROP DIAMANTE EARRINGS BLACK DIAMON,90177B,3679
DROP DIAMANTE EARRINGS CRYSTAL,P_003680,90177C — DROP DIAMANTE EARRINGS CRYSTAL,90177C,3680
DROP DIAMANTE EARRINGS PURPLE,P_003681,90177D — DROP DIAMANTE EARRINGS PURPLE,90177D,3681
DROP DIAMANTE EARRINGS GREEN,P_003682,90177E — DROP DIAMANTE EARRINGS GREEN,90177E,3682
AMBER CHUNKY GLASS+BEAD NECKLACE,P_003683,90178A — AMBER CHUNKY GLASS+BEAD NECKLACE,90178A,3683
PURPLE CHUNKY GLASS+BEAD NECKLACE,P_003684,90178B — PURPLE CHUNKY GLASS+BEAD NECKLACE,90178B,3684
AMBER FINE BEAD NECKLACE W TASSEL,P_003685,90179A — AMBER FINE BEAD NECKLACE W TASSEL,90179A,3685
PURPLE FINE BEAD NECKLACE W TASSEL,P_003686,90179B — PURPLE FINE BEAD NECKLACE W TASSEL,90179B,3686
BLACK FINE BEAD NECKLACE W TASSEL,P_003687,90179C — BLACK FINE BEAD NECKLACE W TASSEL,90179C,3687
BLACK+WHITE NECKLACE W TASSEL,P_003688,90180A — BLACK+WHITE NECKLACE W TASSEL,90180A,3688
PURPLE AMETHYST NECKLACE W TASSEL,P_003689,90180B — PURPLE AMETHYST NECKLACE W TASSEL,90180B,3689
AMBER GLASS/SHELL/PEARL NECKLACE,P_003690,90181A — AMBER GLASS/SHELL/PEARL NECKLACE,90181A,3690
AMETHYST GLASS/SHELL/PEARL NECKLACE,P_003691,90181B — AMETHYST GLASS/SHELL/PEARL NECKLACE,90181B,3691
BLACK GLASS/SHELL/PEARL NECKLACE,P_003692,90181C — BLACK GLASS/SHELL/PEARL NECKLACE,90181C,3692
AMBER 3 BEAD DROP EARRINGS,P_003693,90182A — AMBER 3 BEAD DROP EARRINGS,90182A,3693
AMETHYST 3 BEAD DROP EARRINGS,P_003694,90182B — AMETHYST 3 BEAD DROP EARRINGS,90182B,3694
BLACK 3 BEAD DROP EARRINGS,P_003695,90182C — BLACK 3 BEAD DROP EARRINGS,90182C,3695
AMBER DROP EARRINGS W LONG BEADS,P_003696,90183A — AMBER DROP EARRINGS W LONG BEADS,90183A,3696
AMETHYST DROP EARRINGS W LONG BEADS,P_003697,90183B — AMETHYST DROP EARRINGS W LONG BEADS,90183B,3697
BLACK DROP EARRINGS W LONG BEADS,P_003698,90183C — BLACK DROP EARRINGS W LONG BEADS,90183C,3698
AMBER CHUNKY BEAD BRACELET W STRAP,P_003699,90184A — AMBER CHUNKY BEAD BRACELET W STRAP,90184A,3699
AMETHYST CHUNKY BEAD BRACELET W STR,P_003700,90184B — AMETHYST CHUNKY BEAD BRACELET W STR,90184B,3700
BLACK CHUNKY BEAD BRACELET W STRAP,P_003701,90184C — BLACK CHUNKY BEAD BRACELET W STRAP,90184C,3701
AMBER DIAMANTE EXPANDABLE RING,P_003702,90185A — AMBER DIAMANTE EXPANDABLE RING,90185A,3702
AMETHYST DIAMANTE EXPANDABLE RING,P_003703,90185B — AMETHYST DIAMANTE EXPANDABLE RING,90185B,3703
BLACK DIAMANTE EXPANDABLE RING,P_003704,90185C — BLACK DIAMANTE EXPANDABLE RING,90185C,3704
CRYSTAL DIAMANTE EXPANDABLE RING,P_003705,90185D — CRYSTAL DIAMANTE EXPANDABLE RING,90185D,3705
AMETHYST HOOP EARRING FLORAL LEAF,P_003706,90186A — AMETHYST HOOP EARRING FLORAL LEAF,90186A,3706
CRYSTAL HOOP EARRING FLORAL LEAF,P_003707,90186B — CRYSTAL HOOP EARRING FLORAL LEAF,90186B,3707
BLUE DROP EARRINGS W BEAD CLUSTER,P_003708,90187A — BLUE DROP EARRINGS W BEAD CLUSTER,90187A,3708
GREEN DROP EARRINGS W BEAD CLUSTER,P_003709,90187B — GREEN DROP EARRINGS W BEAD CLUSTER,90187B,3709
DROP EARRINGS W FLOWER & LEAF,P_003710,90188 — DROP EARRINGS W FLOWER & LEAF,90188,3710
SILVER 2 STRAND NECKLACE-LEAF CHARM,P_003711,90189A — SILVER 2 STRAND NECKLACE-LEAF CHARM,90189A,3711
SILVER/CRYSTAL DROP EARRINGS W LEAF,P_003712,90190A — SILVER/CRYSTAL DROP EARRINGS W LEAF,90190A,3712
GOLD/AMBER DROP EARRINGS W LEAF,P_003713,90190B — GOLD/AMBER DROP EARRINGS W LEAF,90190B,3713
SILVER/AMETHYST DROP EARRINGS LEAF,P_003714,90190C — SILVER/AMETHYST DROP EARRINGS LEAF,90190C,3714
SILVER LARIAT 40CM,P_003715,90191 — SILVER LARIAT 40CM,90191,3715
JADE DROP EARRINGS W FILIGREE,P_003716,90192 — JADE DROP EARRINGS W FILIGREE,90192,3716
SILVER LARIAT BLACK STONE EARRINGS,P_003717,90194 — SILVER LARIAT BLACK STONE EARRINGS,90194,3717
PURPLE GEMSTONE BRACELET,P_003718,90195A — PURPLE GEMSTONE BRACELET,90195A,3718
BLACK GEMSTONE BRACELET,P_003719,90195B — BLACK GEMSTONE BRACELET,90195B,3719
PURPLE GEMSTONE NECKLACE 45CM,P_003720,90196A — PURPLE GEMSTONE NECKLACE 45CM,90196A,3720
BLACK GEMSTONE NECKLACE 45CM,P_003721,90196B — BLACK GEMSTONE NECKLACE 45CM,90196B,3721
BLACK GLASS BRACELET W HEART CHARMS,P_003722,90197B — BLACK GLASS BRACELET W HEART CHARMS,90197B,3722
VINTAGE ROSE BEAD BRACELET RASPBERR,P_003723,90198A — VINTAGE ROSE BEAD BRACELET RASPBERR,90198A,3723
VINTAGE ROSE BEAD BRACELET BLACK,P_003724,90198B — VINTAGE ROSE BEAD BRACELET BLACK,90198B,3724
5 STRAND GLASS NECKLACE BLACK,P_003725,90199A — 5 STRAND GLASS NECKLACE BLACK,90199A,3725
5 STRAND GLASS NECKLACE AMETHYST,P_003726,90199B — 5 STRAND GLASS NECKLACE AMETHYST,90199B,3726
5 STRAND GLASS NECKLACE CRYSTAL,P_003727,90199C — 5 STRAND GLASS NECKLACE CRYSTAL,90199C,3727
5 STRAND GLASS NECKLACE AMBER,P_003728,90199D — 5 STRAND GLASS NECKLACE AMBER,90199D,3728
PURPLE SWEETHEART BRACELET,P_003729,90200A — PURPLE SWEETHEART BRACELET,90200A,3729
BLACK SWEETHEART BRACELET,P_003730,90200B — BLACK SWEETHEART BRACELET,90200B,3730
BLUE SWEETHEART BRACELET,P_003731,90200C — BLUE SWEETHEART BRACELET,90200C,3731
PINK SWEETHEART BRACELET,P_003732,90200D — PINK SWEETHEART BRACELET,90200D,3732
GREEN SWEETHEART BRACELET,P_003733,90200E — GREEN SWEETHEART BRACELET,90200E,3733
PURPLE ENAMEL FLOWER RING,P_003734,90201A — PURPLE ENAMEL FLOWER RING,90201A,3734
BLACK ENAMEL FLOWER RING,P_003735,90201B — BLACK ENAMEL FLOWER RING,90201B,3735
RED ENAMEL FLOWER RING,P_003736,90201C — RED ENAMEL FLOWER RING,90201C,3736
GREEN ENAMEL FLOWER RING,P_003737,90201D — GREEN ENAMEL FLOWER RING,90201D,3737
PURPLE ENAMEL FLOWER HAIR TIE,P_003738,90202A — PURPLE ENAMEL FLOWER HAIR TIE,90202A,3738
WHITE ENAMEL FLOWER HAIR TIE,P_003739,90202B — WHITE ENAMEL FLOWER HAIR TIE,90202B,3739
GREEN ENAMEL FLOWER HAIR TIE,P_003740,90202C — GREEN ENAMEL FLOWER HAIR TIE,90202C,3740
PINK ENAMEL FLOWER HAIR TIE,P_003741,90202D — PINK ENAMEL FLOWER HAIR TIE,90202D,3741
PAIR OF ENAMEL BUTTERFLY HAIRCLIP,P_003742,90204 — PAIR OF ENAMEL BUTTERFLY HAIRCLIP,90204,3742
